time,latitude,longitude,depth,mag,nst,gap,dmin,rms,updated,place,type,horizontalError,depthError,magError,magNst
2024-04-07T05:00:07.657Z,24.0197,121.7264,37.053,4.4,25,82,0.722,0.66,2024-06-12T21:52:00.040Z,"13 km ENE of Hualien City, Taiwan",earthquake,3.28,8.118,0.17,10
2024-04-07T04:43:13.407Z,23.9119,121.6329,24.734,3.9,30,53,0.602,0.71,2024-06-12T21:51:45.040Z,"7 km SSE of Hualien City, Taiwan",earthquake,3.96,5.423,0.066,22
2024-04-07T02:06:00.792Z,24.2268,121.7488,15.977,4.5,41,71,0.557,0.8,2024-06-12T21:51:56.040Z,"31 km NNE of Hualien City, Taiwan",earthquake,3.34,4.626,0.108,25
2024-04-06T21:15:08.953Z,24.008,121.7648,18.865,4.6,70,69,0.748,0.67,2024-06-12T21:51:56.040Z,"16 km ENE of Hualien City, Taiwan",earthquake,3.5,3.929,0.06,27
2024-04-06T15:53:12.455Z,24.2043,121.8332,33.808,4.8,121,40,0.623,0.65,2024-06-12T21:51:55.040Z,"34 km NE of Hualien City, Taiwan",earthquake,2.91,4.324,0.06,27
2024-04-06T15:43:08.940Z,24.2361,121.7536,17.403,4.3,39,117,0.552,0.76,2024-06-12T21:52:00.040Z,"32 km NNE of Hualien City, Taiwan",earthquake,3.03,4.057,0.119,20
2024-04-06T13:17:52.718Z,24.2112,121.7291,17.244,4.3,31,77,0.559,0.98,2024-06-12T21:51:55.040Z,"28 km NNE of Hualien City, Taiwan",earthquake,3.86,4.833,0.078,16
2024-04-06T10:47:12.076Z,23.86,121.6946,29.453,5.2,66,72,0.591,0.79,2024-06-12T21:51:55.040Z,"15 km SE of Hualien City, Taiwan",earthquake,3.59,3.595,0.057,30
2024-04-06T08:10:24.695Z,23.784,121.6221,7.924,4.1,37,81,0.491,0.71,2024-06-12T21:51:55.040Z,"21 km S of Hualien City, Taiwan",earthquake,2.81,5.092,0.073,18
2024-04-06T06:52:33.074Z,23.8323,121.6142,29.682,4,35,80,0.526,0.75,2024-06-12T21:52:00.040Z,"16 km S of Hualien City, Taiwan",earthquake,3.27,5.286,0.066,22
2024-04-06T06:02:19.022Z,23.9012,121.7862,22.398,4.3,46,87,0.676,0.54,2024-06-12T21:51:55.040Z,"20 km ESE of Hualien City, Taiwan",earthquake,4.06,3.63,0.065,23
2024-04-06T03:52:54.827Z,24.1544,121.7326,26.385,4.7,78,56,0.607,0.94,2024-06-12T21:51:55.040Z,"23 km NNE of Hualien City, Taiwan",earthquake,3.51,4.392,0.062,25
2024-04-06T03:50:21.766Z,24.1489,121.6714,20.254,3.8,29,79,0.584,0.7,2024-06-12T21:51:45.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.39,2.144,0.075,17
2024-04-06T02:43:15.773Z,23.6679,122.0226,37.771,4.2,19,155,0.72,0.42,2024-06-12T21:52:00.040Z,"54 km SE of Hualien City, Taiwan",earthquake,3.18,11.975,0.186,8
2024-04-06T01:37:49.290Z,23.6327,122.0266,10,5,76,87,0.711,0.85,2024-06-12T21:51:55.040Z,"57 km SE of Hualien City, Taiwan",earthquake,4.27,1.831,0.047,146
2024-04-05T21:34:12.704Z,24.0131,121.6788,19.562,4,48,76,0.7,0.61,2024-06-12T21:51:54.040Z,"8 km ENE of Hualien City, Taiwan",earthquake,3.33,4.562,0.062,25
2024-04-05T20:26:26.119Z,23.8872,121.8259,21.638,4.9,199,36,0.691,0.6,2024-06-12T21:51:54.040Z,"24 km ESE of Hualien City, Taiwan",earthquake,2.44,3.819,0.083,14
2024-04-05T20:12:10.587Z,24.0916,121.7075,18.734,4.5,66,50,0.65,0.51,2024-06-12T21:51:54.040Z,"16 km NE of Hualien City, Taiwan",earthquake,1.68,4.156,0.088,43
2024-04-05T18:49:23.565Z,23.8825,121.9627,17.582,4.6,127,40,0.781,0.69,2024-06-12T21:51:54.040Z,"37 km ESE of Hualien City, Taiwan",earthquake,3.24,3.658,0.069,20
2024-04-05T16:22:28.336Z,24.0842,121.7784,10,4.2,25,75,0.689,0.89,2024-06-12T21:52:00.040Z,"21 km NE of Hualien City, Taiwan",earthquake,4.1,1.89,0.071,19
2024-04-05T15:00:36.463Z,24.1336,121.8445,8.048,4.9,49,73,0.684,0.86,2024-06-12T21:51:54.040Z,"29 km NE of Hualien City, Taiwan",earthquake,4.58,4.43,0.081,47
2024-04-05T12:59:12.558Z,24.2276,121.7354,28.654,4.3,34,77,0.549,0.93,2024-06-12T21:52:00.040Z,"30 km NNE of Hualien City, Taiwan",earthquake,3.44,4.063,0.168,10
2024-04-05T10:08:49.044Z,24.0382,121.686,18.764,3.8,24,123,0.689,0.41,2024-06-12T21:51:45.040Z,"10 km NE of Hualien City, Taiwan",earthquake,2.51,4.7,0.071,19
2024-04-05T09:04:57.136Z,23.9793,121.6487,27.455,4.3,78,76,0.664,0.81,2024-06-12T21:51:54.040Z,"4 km E of Hualien City, Taiwan",earthquake,3.13,3.516,0.068,21
2024-04-05T06:16:06.859Z,24.1304,121.6737,20.68,4,55,81,0.602,0.68,2024-06-12T21:51:59.040Z,"18 km NNE of Hualien City, Taiwan",earthquake,3.72,5.593,0.093,11
2024-04-05T06:12:47.647Z,23.8011,121.5992,10.708,4.7,133,71,0.492,0.7,2024-06-12T21:51:54.040Z,"19 km S of Hualien City, Taiwan",earthquake,2.36,4.682,0.065,23
2024-04-05T04:50:51.121Z,24.0787,121.684,20.304,5,81,58,0.652,0.72,2024-06-12T21:51:54.040Z,"13 km NE of Hualien City, Taiwan",earthquake,3.67,4.031,0.093,11
2024-04-05T04:40:55.008Z,24.1814,121.7574,27.702,4.3,52,73,0.598,0.61,2024-06-12T21:51:54.040Z,"27 km NE of Hualien City, Taiwan",earthquake,2.36,4.86,0.075,17
2024-04-04T19:55:30.310Z,23.7707,121.8886,18.658,4.4,38,89,0.66,0.69,2024-06-12T21:51:59.040Z,"36 km SE of Hualien City, Taiwan",earthquake,2.28,5.306,0.108,25
2024-04-04T18:42:37.113Z,24.2834,121.934,22.917,4.5,54,70,0.638,0.36,2024-06-12T21:51:54.040Z,"47 km NE of Hualien City, Taiwan",earthquake,2.63,5.385,0.088,38
2024-04-04T18:35:01.783Z,24.1458,121.6806,34.539,4.9,68,73,0.591,0.77,2024-06-12T21:51:54.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.74,4.239,0.083,14
2024-04-04T17:24:51.194Z,24.2361,121.7469,20.481,4.4,56,63,0.548,0.53,2024-06-12T21:51:54.040Z,"32 km NNE of Hualien City, Taiwan",earthquake,3.55,4.422,0.065,23
2024-04-04T14:30:07.277Z,24.24,121.7809,24.978,4.8,63,54,0.565,0.91,2024-06-12T21:51:53.040Z,"34 km NNE of Hualien City, Taiwan",earthquake,3.04,5.246,0.086,13
2024-04-04T06:44:54.427Z,24.2365,121.873,24.859,4,23,77,0.625,0.91,2024-06-12T21:51:59.040Z,"39 km NE of Hualien City, Taiwan",earthquake,2.43,5.256,0.08,15
2024-04-04T05:16:57.223Z,24.1688,121.7554,32.261,4.4,38,78,0.607,0.71,2024-06-12T21:51:53.040Z,"26 km NE of Hualien City, Taiwan",earthquake,2.83,5.915,0.108,25
2024-04-04T05:00:30.740Z,24.2098,121.7837,27.771,4.5,79,78,0.59,0.61,2024-06-12T21:51:53.040Z,"31 km NE of Hualien City, Taiwan",earthquake,3.7,4.862,0.062,25
2024-04-04T04:11:48.938Z,24.2227,121.7039,31.168,4.4,41,77,0.536,0.9,2024-06-12T21:51:59.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,3.42,5.512,0.12,20
2024-04-04T03:14:29.455Z,24.002,121.6789,36.928,4.1,29,76,0.697,0.47,2024-06-12T21:51:53.040Z,"8 km ENE of Hualien City, Taiwan",earthquake,2.37,7.4,0.068,21
2024-04-04T02:02:55.319Z,24.2176,121.8001,18.852,4.5,55,77,0.593,0.69,2024-06-12T21:51:53.040Z,"33 km NE of Hualien City, Taiwan",earthquake,3.06,4.061,0.058,29
2024-04-04T01:29:07.694Z,23.7474,121.5815,10.589,4.3,63,81,0.439,0.82,2024-06-12T21:51:53.040Z,"25 km S of Hualien City, Taiwan",earthquake,2.57,4.832,0.062,25
2024-04-04T00:32:40.955Z,24.2474,121.632,23.316,4.3,31,113,0.481,0.61,2024-06-12T21:51:59.040Z,"30 km N of Hualien City, Taiwan",earthquake,1.77,6.031,0.129,17
2024-04-04T00:18:09.785Z,24.2378,121.6806,29.008,4.2,26,77,0.512,0.99,2024-06-12T21:51:59.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,3.17,4.149,0.187,8
2024-04-03T22:48:12.288Z,24.0452,121.7176,47.934,4.2,54,75,0.695,0.75,2024-06-12T21:51:58.040Z,"13 km ENE of Hualien City, Taiwan",earthquake,4.61,5.656,0.065,23
2024-04-03T22:46:35.721Z,23.9569,121.6906,42.985,4.3,56,77,0.668,0.64,2024-06-12T21:51:53.040Z,"9 km ESE of Hualien City, Taiwan",earthquake,2.92,7.658,0.094,32
2024-04-03T21:56:12.734Z,24.1938,121.6996,22.541,4.2,81,72,0.558,0.71,2024-06-12T21:51:53.040Z,"25 km NNE of Hualien City, Taiwan",earthquake,4.52,5.14,0.06,27
2024-04-03T20:29:19.365Z,24.27,121.7986,18.648,4.1,61,61,0.554,0.62,2024-06-12T21:51:53.040Z,"37 km NNE of Hualien City, Taiwan",earthquake,2.5,4.347,0.071,19
2024-04-03T19:46:52.700Z,23.7612,121.8012,20.372,4.5,101,83,0.59,0.8,2024-06-12T21:51:53.040Z,"31 km SE of Hualien City, Taiwan",earthquake,1.76,4.758,0.073,18
2024-04-03T19:07:25.523Z,23.9059,121.7144,36.409,4.3,49,82,0.638,0.74,2024-06-12T21:51:53.040Z,"13 km SE of Hualien City, Taiwan",earthquake,3.33,8.36,0.099,29
2024-04-03T18:29:47.827Z,23.7919,121.7943,19.696,4.9,184,57,0.605,0.63,2024-06-12T21:51:53.040Z,"28 km SE of Hualien City, Taiwan",earthquake,3.68,3.18,0.083,14
2024-04-03T17:39:11.729Z,23.8606,121.6324,21.744,4.2,89,71,0.558,0.75,2024-06-12T21:51:53.040Z,"13 km SSE of Hualien City, Taiwan",earthquake,4.17,5.075,0.066,22
2024-04-03T17:18:59.079Z,24.0434,121.795,31.395,4.1,72,79,0.731,0.72,2024-06-12T21:51:53.040Z,"20 km ENE of Hualien City, Taiwan",earthquake,2.67,5.044,0.068,21
2024-04-03T15:55:12.248Z,24.2049,121.6751,21.797,4.6,70,44,0.537,0.76,2024-06-12T21:51:53.040Z,"26 km NNE of Hualien City, Taiwan",earthquake,4.32,4.74,0.063,24
2024-04-03T15:54:39.253Z,24.1722,121.6483,25.002,4.5,110,31,0.554,0.65,2024-06-12T21:51:53.040Z,"22 km NNE of Hualien City, Taiwan",earthquake,3.45,5.102,0.06,92
2024-04-03T15:42:36.205Z,24.1496,121.6838,20.011,4.5,99,56,0.589,0.6,2024-06-12T21:51:53.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,4.18,4.384,0.061,26
2024-04-03T15:39:10.017Z,24.136,121.6875,25.124,4.5,144,56,0.602,0.77,2024-06-12T21:51:53.040Z,"19 km NNE of Hualien City, Taiwan",earthquake,4.85,5.15,0.063,24
2024-04-03T15:30:00.725Z,23.8702,121.6892,38.527,4.4,32,65,0.596,0.73,2024-06-12T21:51:58.040Z,"14 km SE of Hualien City, Taiwan",earthquake,3.53,8.883,0.144,14
2024-04-03T15:01:41.092Z,24.2176,121.6971,24.248,4,35,71,0.537,0.86,2024-06-12T21:51:58.040Z,"28 km NNE of Hualien City, Taiwan",earthquake,2.04,4.834,0.066,22
2024-04-03T14:49:15.555Z,24.1328,121.8511,25.537,4.3,80,50,0.688,0.76,2024-06-12T21:51:53.040Z,"30 km NE of Hualien City, Taiwan",earthquake,1.81,5.152,0.062,25
2024-04-03T14:38:34.755Z,24.1456,121.6943,19.542,4.1,69,73,0.597,0.5,2024-06-12T21:51:53.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,2.95,4.394,0.06,27
2024-04-03T13:41:21.522Z,23.8125,121.8381,35.049,4.2,28,88,0.649,0.6,2024-06-12T21:51:58.040Z,"29 km SE of Hualien City, Taiwan",earthquake,1.55,8.397,0.176,9
2024-04-03T13:32:00.020Z,24.0104,121.7682,35.821,4.3,29,83,0.747,0.79,2024-06-12T21:51:58.040Z,"17 km ENE of Hualien City, Taiwan",earthquake,2.5,9.659,0.168,10
2024-04-03T12:02:06.491Z,23.9759,121.6755,15.456,3.8,38,83,0.676,0.54,2024-06-12T21:51:45.040Z,"7 km E of Hualien City, Taiwan",earthquake,3.7,5.197,0.073,18
2024-04-03T11:51:35.780Z,23.9992,121.6406,26.224,3.9,38,79,0.663,1.06,2024-06-12T21:51:45.040Z,"4 km NE of Hualien City, Taiwan",earthquake,3.04,5.315,0.063,24
2024-04-03T10:56:37.589Z,23.9777,121.695,37.514,4.1,136,30,0.687,0.46,2024-06-12T21:51:53.040Z,"9 km E of Hualien City, Taiwan",earthquake,3.38,6.115,0.063,24
2024-04-03T10:38:55.444Z,24.1752,121.6545,33.924,4.2,48,64,0.554,0.64,2024-06-12T21:51:58.040Z,"22 km NNE of Hualien City, Taiwan",earthquake,3.12,5.517,0.065,23
2024-04-03T09:53:42.571Z,24.0497,121.7386,34.34,4,21,133,0.7,1.06,2024-06-12T21:51:58.040Z,"15 km ENE of Hualien City, Taiwan",earthquake,4.79,6.155,0.172,9
2024-04-03T09:53:09.378Z,23.9646,121.6974,34.772,4,36,80,0.677,0.64,2024-06-12T21:51:58.040Z,"9 km E of Hualien City, Taiwan",earthquake,4.51,5.088,0.08,15
2024-04-03T09:40:37.492Z,24.0385,121.6421,17.133,4.1,24,75,0.674,0.89,2024-06-12T21:51:58.040Z,"7 km NNE of Hualien City, Taiwan",earthquake,4.45,0.83,0.165,10
2024-04-03T09:20:08.753Z,23.955,121.7132,35.995,4.1,33,84,0.678,0.77,2024-06-12T21:51:58.040Z,"11 km ESE of Hualien City, Taiwan",earthquake,2.8,9.745,0.12,19
2024-04-03T09:15:01.310Z,23.8442,121.6153,26.199,4,57,83,0.536,0.42,2024-06-12T21:51:58.040Z,"14 km S of Hualien City, Taiwan",earthquake,2.97,5.338,0.089,12
2024-04-03T09:08:05.155Z,24.1294,121.6046,33.177,4.1,15,79,0.577,0.55,2024-06-12T21:51:58.040Z,"16 km N of Hualien City, Taiwan",earthquake,3.65,6.487,0.233,5
2024-04-03T08:56:29.517Z,24.0156,121.6404,20.14,4.2,94,63,0.668,0.75,2024-06-12T21:51:53.040Z,"5 km NE of Hualien City, Taiwan",earthquake,4.01,2.816,0.065,23
2024-04-03T08:38:01.172Z,23.7241,121.5348,22.426,4.3,69,73,0.396,0.72,2024-06-12T21:51:53.040Z,"28 km SSW of Hualien City, Taiwan",earthquake,3.37,4.389,0.065,23
2024-04-03T08:17:12.045Z,24.0137,121.6086,26.281,4.3,62,46,0.64,1.1,2024-06-12T21:51:53.040Z,"4 km N of Hualien City, Taiwan",earthquake,3.19,1.576,0.06,27
2024-04-03T08:09:47.487Z,23.697,121.5771,27.267,4.4,67,73,0.397,0.73,2024-06-12T21:51:58.040Z,"31 km S of Hualien City, Taiwan",earthquake,4.83,5.529,0.084,41
2024-04-03T07:31:18.706Z,24.1199,121.7895,36.522,4,33,80,0.665,0.55,2024-06-12T21:51:58.040Z,"24 km NE of Hualien City, Taiwan",earthquake,2.19,7.892,0.075,17
2024-04-03T07:16:57.082Z,23.7134,121.6451,10,4.3,24,86,0.452,0.83,2024-06-12T21:51:58.040Z,"29 km S of Hualien City, Taiwan",earthquake,3.52,1.34,0.189,11
2024-04-03T07:05:19.727Z,24.208,121.6492,21.102,4.2,40,99,0.523,0.79,2024-06-12T21:51:58.040Z,"25 km N of Hualien City, Taiwan",earthquake,4.51,2.49,0.08,15
2024-04-03T06:33:57.472Z,24.1177,121.9286,11.238,4.9,80,65,0.746,0.86,2024-06-12T21:51:52.040Z,"36 km ENE of Hualien City, Taiwan",earthquake,6.28,4.14,0.068,21
2024-04-03T06:31:33.452Z,23.8089,121.615,10.508,4.3,78,80,0.507,0.69,2024-06-12T21:51:52.040Z,"18 km S of Hualien City, Taiwan",earthquake,5.36,3.036,0.065,23
2024-04-03T06:10:06.606Z,24.073,121.7402,10,4.2,67,75,0.681,0.73,2024-06-12T21:51:52.040Z,"17 km NE of Hualien City, Taiwan",earthquake,4.45,1.839,0.086,13
2024-04-03T05:38:42.575Z,23.9069,121.5768,13.91,4.5,35,84,0.573,0.45,2024-06-12T21:51:58.040Z,"8 km SSW of Hualien City, Taiwan",earthquake,4.37,5.154,0.15,14
2024-04-03T05:33:21.992Z,24.2191,121.7811,18.56,4.5,38,77,0.581,1.02,2024-06-12T21:51:58.040Z,"32 km NE of Hualien City, Taiwan",earthquake,4,1.37,0.136,16
2024-04-03T05:28:04.325Z,24.0943,121.698,13.854,4.5,112,74,0.644,0.65,2024-06-12T21:51:58.040Z,"16 km NE of Hualien City, Taiwan",earthquake,5.1,4.148,0.075,17
2024-04-03T05:23:52.400Z,24.0801,121.7048,42.321,4.3,73,74,0.659,0.81,2024-06-12T21:51:52.040Z,"15 km NE of Hualien City, Taiwan",earthquake,3.58,6.005,0.098,10
2024-04-03T04:58:06.939Z,24.1779,121.6093,35,4.5,35,77,0.534,0.61,2024-06-12T21:51:59.040Z,"22 km N of Hualien City, Taiwan",earthquake,2.42,1.917,0.106,26
2024-04-03T04:56:47.181Z,24.285,121.7399,29.186,4.6,65,72,0.507,0.54,2024-06-12T21:51:57.040Z,"36 km NNE of Hualien City, Taiwan",earthquake,3.23,5.216,0.084,42
2024-04-03T04:36:10.809Z,24.0284,121.7173,32.802,4.7,70,52,0.71,0.57,2024-06-12T21:51:58.040Z,"12 km ENE of Hualien City, Taiwan",earthquake,2.7,5.182,0.086,48
2024-04-03T04:34:44.127Z,23.9954,121.668,45.326,4.8,72,53,0.685,0.58,2024-06-12T21:51:52.040Z,"6 km ENE of Hualien City, Taiwan",earthquake,3.76,6.355,0.063,24
2024-04-03T04:08:08.943Z,23.7009,121.7451,31.838,4.4,37,92,0.513,0.63,2024-06-12T21:51:52.040Z,"33 km SSE of Hualien City, Taiwan",earthquake,2.25,5.429,0.075,17
2024-04-03T03:57:17.840Z,23.7997,121.5444,29.509,4.9,74,80,0.465,0.61,2024-06-12T21:51:52.040Z,"20 km SSW of Hualien City, Taiwan",earthquake,3.84,4.811,0.061,26
2024-04-03T03:49:59.824Z,23.7819,121.7576,26.879,4.1,19,88,0.573,0.93,2024-06-12T21:51:58.040Z,"26 km SE of Hualien City, Taiwan",earthquake,3.33,4.3,0.213,6
2024-04-03T03:45:36.610Z,23.773,121.7518,26.108,4.8,53,85,0.563,0.56,2024-06-12T21:51:52.040Z,"27 km SSE of Hualien City, Taiwan",earthquake,2.5,4.735,0.078,16
2024-04-03T03:40:04.523Z,24.179,121.6236,36.09,4.5,35,65,0.538,1.03,2024-06-12T21:51:57.040Z,"22 km N of Hualien City, Taiwan",earthquake,3.48,8.501,0.113,23
2024-04-03T03:35:20.262Z,24.1808,121.8765,11.356,4.9,67,63,0.667,0.57,2024-06-12T21:51:52.040Z,"35 km NE of Hualien City, Taiwan",earthquake,2.31,3.354,0.06,27
2024-04-03T03:22:04.988Z,24.1673,121.5816,30.479,4.2,24,86,0.534,0.67,2024-06-12T21:51:58.040Z,"21 km N of Hualien City, Taiwan",earthquake,1.79,5.915,0.159,11
2024-04-03T03:20:54.461Z,24.1244,121.6638,35,4.7,58,73,0.603,0.57,2024-06-12T21:51:52.040Z,"17 km NNE of Hualien City, Taiwan",earthquake,3.03,1.847,0.049,126
2024-04-03T03:14:41.946Z,24.016,121.9082,35,4.5,42,83,0.812,0.55,2024-06-12T21:51:57.040Z,"31 km E of Hualien City, Taiwan",earthquake,3.75,1.902,0.111,24
2024-04-03T03:12:32.064Z,23.9644,121.4775,37.223,4,25,103,0.51,0.87,2024-06-12T21:51:57.040Z,"12 km W of Hualien City, Taiwan",earthquake,2.71,8.028,0.183,8
2024-04-03T03:11:43.450Z,24.1977,121.6198,35,4.4,31,77,0.52,0.85,2024-06-12T21:51:57.040Z,"24 km N of Hualien City, Taiwan",earthquake,1.73,1.926,0.134,16
2024-04-03T03:08:09.765Z,24.0606,121.8427,38.439,4.6,50,79,0.741,0.82,2024-06-12T21:51:58.040Z,"25 km ENE of Hualien City, Taiwan",earthquake,2.42,7.661,0.111,27
2024-04-03T03:02:34.533Z,23.801,121.6623,10,4.6,45,72,0.527,0.77,2024-06-12T21:51:58.040Z,"20 km SSE of Hualien City, Taiwan",earthquake,4.86,1.888,0.101,29
2024-04-03T03:01:40.761Z,24.219,121.7994,35,4.4,45,77,0.592,0.5,2024-06-12T21:51:57.040Z,"33 km NE of Hualien City, Taiwan",earthquake,4.1,1.914,0.108,25
2024-04-03T02:54:01.418Z,23.9869,121.71,37.881,4.6,37,89,0.702,0.5,2024-06-12T21:51:57.040Z,"10 km E of Hualien City, Taiwan",earthquake,3.11,8.489,0.122,20
2024-04-03T02:51:10.930Z,23.9734,121.5,35,4.2,27,79,0.533,0.79,2024-06-12T21:51:57.040Z,"10 km W of Hualien City, Taiwan",earthquake,2.99,1.74,0.141,14
2024-04-03T02:48:35.168Z,24.1723,121.9688,35,4.5,40,64,0.733,0.73,2024-06-12T21:51:57.040Z,"42 km ENE of Hualien City, Taiwan",earthquake,3.13,1.907,0.11,24
2024-04-03T02:46:32.088Z,23.8735,121.6377,35,4.5,37,78,0.572,1.22,2024-06-12T21:51:57.040Z,"11 km SSE of Hualien City, Taiwan",earthquake,2.84,1.912,0.121,20
2024-04-03T02:44:56.739Z,24.2721,121.9006,35,4.2,17,154,0.621,0.41,2024-06-12T21:51:58.040Z,"44 km NE of Hualien City, Taiwan",earthquake,3.52,1.908,0.187,8
2024-04-03T02:38:29.095Z,23.9281,121.5761,16.764,4.9,40,77,0.586,0.56,2024-06-12T21:51:52.040Z,"6 km SSW of Hualien City, Taiwan",earthquake,2.64,4.771,0.078,51
2024-04-03T02:28:16.568Z,24.1664,121.818,13.194,5.1,107,65,0.643,0.64,2024-06-12T21:51:52.040Z,"30 km NE of Hualien City, Taiwan",earthquake,3.49,3.479,0.075,17
2024-04-03T02:23:27.076Z,24.2305,121.6344,35.749,5,58,77,0.497,0.81,2024-06-12T21:51:57.040Z,"28 km N of Hualien City, Taiwan",earthquake,3.19,5.59,0.059,90
2024-04-03T02:14:36.488Z,24.1954,121.9338,41.798,5.7,131,24,0.694,0.78,2024-06-12T21:51:52.040Z,"41 km NE of Hualien City, Taiwan",earthquake,4.24,4.338,0.06,27
2024-04-03T02:13:38.794Z,24.1353,121.8025,10,4.7,51,77,0.659,0.35,2024-06-12T21:51:52.040Z,"26 km NE of Hualien City, Taiwan",earthquake,3.19,1.308,0.06,83
2024-04-03T02:08:42.935Z,23.8145,121.7676,35,4.5,37,73,0.602,0.64,2024-06-12T21:51:57.040Z,"24 km SE of Hualien City, Taiwan",earthquake,3.1,1.912,0.115,22
2024-04-03T02:07:07.238Z,23.7487,121.8359,30.116,4,24,73,0.608,0.74,2024-06-12T21:51:57.040Z,"34 km SE of Hualien City, Taiwan",earthquake,3.54,5.755,0.232,5
2024-04-03T01:59:11.108Z,23.7806,121.901,35,4.1,28,89,0.675,0.45,2024-06-12T21:51:57.040Z,"37 km SE of Hualien City, Taiwan",earthquake,2.71,1.904,0.198,7
2024-04-03T01:53:57.455Z,23.8817,121.5533,22.545,5.1,64,69,0.541,0.66,2024-06-12T21:51:52.040Z,"11 km SSW of Hualien City, Taiwan",earthquake,2.36,4.292,0.042,185
2024-04-03T01:51:23.037Z,23.7431,121.8308,35,4.9,33,89,0.601,0.51,2024-06-12T21:51:57.040Z,"34 km SE of Hualien City, Taiwan",earthquake,3.84,1.908,0.076,54
2024-04-03T01:49:38.775Z,23.8897,121.8988,10,5.1,68,63,0.741,0.61,2024-06-12T21:51:52.040Z,"31 km ESE of Hualien City, Taiwan",earthquake,2.79,1.798,0.044,171
2024-04-03T01:48:58.053Z,23.7316,121.8019,10,4.5,38,102,0.573,0.66,2024-06-12T21:51:58.040Z,"33 km SE of Hualien City, Taiwan",earthquake,2.43,1.855,0.104,27
2024-04-03T01:47:30.781Z,24.0293,121.7536,35,4.4,37,82,0.725,0.7,2024-06-12T21:51:57.040Z,"16 km ENE of Hualien City, Taiwan",earthquake,1.99,1.927,0.115,22
2024-04-03T01:41:14.834Z,23.3463,122.1012,22.496,4.8,43,70,0.74,0.65,2024-06-12T21:51:59.040Z,"86 km SE of Hualien City, Taiwan",earthquake,2.87,5.533,0.102,30
2024-04-03T01:39:47.928Z,23.7873,121.7835,26.363,5.7,63,67,0.595,0.62,2024-06-12T21:51:58.040Z,"27 km SE of Hualien City, Taiwan",earthquake,4.57,3.15,0.083,14
2024-04-03T01:39:35.045Z,23.7905,121.7975,16.869,5.3,99,41,0.606,0.69,2024-06-12T21:51:52.040Z,"28 km SE of Hualien City, Taiwan",earthquake,3.88,3.209,0.033,308
2024-04-03T01:33:27.287Z,24.0686,121.6821,35,4.4,39,83,0.66,0.4,2024-06-12T21:51:57.040Z,"12 km NE of Hualien City, Taiwan",earthquake,3.74,1.922,0.11,24
2024-04-03T01:30:54.311Z,24.2377,121.9049,37.27,4.4,42,61,0.646,0.98,2024-06-12T21:51:57.040Z,"42 km NE of Hualien City, Taiwan",earthquake,3.32,5.42,0.12,20
2024-04-03T01:21:41.142Z,24.0706,121.6693,27.072,4.2,30,85,0.654,0.84,2024-06-12T21:51:57.040Z,"12 km NNE of Hualien City, Taiwan",earthquake,3.45,1.857,0.187,8
